Date,Close
3/27/2020 16:00:00,8.32
3/30/2020 16:00:00,8.41
3/31/2020 16:00:00,8.06
4/1/2020 16:00:00,7.45
4/2/2020 16:00:00,6.89
4/3/2020 16:00:00,7.48
4/6/2020 16:00:00,8
4/7/2020 16:00:00,8.39
4/8/2020 16:00:00,8.64
4/9/2020 16:00:00,9.35
4/13/2020 16:00:00,8.73
4/14/2020 16:00:00,8.97
4/15/2020 16:00:00,8.65
4/16/2020 16:00:00,8.36
4/17/2020 16:00:00,8.89
4/20/2020 16:00:00,8.64
4/21/2020 16:00:00,8.52
4/22/2020 16:00:00,8.56
4/23/2020 16:00:00,8.74
4/24/2020 16:00:00,8.97
4/27/2020 16:00:00,9.35
4/28/2020 16:00:00,9.64
4/29/2020 16:00:00,9.79
4/30/2020 16:00:00,9.27
5/1/2020 16:00:00,8.76
5/4/2020 16:00:00,8.71
5/5/2020 16:00:00,8.46
5/6/2020 16:00:00,8.23
5/7/2020 16:00:00,8.61
5/8/2020 16:00:00,8.94
5/11/2020 16:00:00,8
5/12/2020 16:00:00,7.68
5/13/2020 16:00:00,6.93
5/14/2020 16:00:00,6.91
5/15/2020 16:00:00,6.91
5/18/2020 16:00:00,7.3
5/19/2020 16:00:00,7.08
5/20/2020 16:00:00,7.47
5/21/2020 16:00:00,7.7
5/22/2020 16:00:00,7.38
5/26/2020 16:00:00,7.86
5/27/2020 16:00:00,8.51
5/28/2020 16:00:00,8.12
5/29/2020 16:00:00,7.86
6/1/2020 16:00:00,8.26
6/2/2020 16:00:00,8.41
6/3/2020 16:00:00,9.19
6/4/2020 16:00:00,9.3
6/5/2020 16:00:00,9.84
6/8/2020 16:00:00,10.22
6/9/2020 16:00:00,9.71
6/10/2020 16:00:00,9.42
6/11/2020 16:00:00,8.52
6/12/2020 16:00:00,8.68
6/15/2020 16:00:00,8.8
6/16/2020 16:00:00,9.28
6/17/2020 16:00:00,8.85
6/18/2020 16:00:00,8.81
6/19/2020 16:00:00,8.6
6/22/2020 16:00:00,8.58
6/23/2020 16:00:00,8.93
6/24/2020 16:00:00,8.58
6/25/2020 16:00:00,8.67
6/26/2020 16:00:00,8.26
6/29/2020 16:00:00,8.88
6/30/2020 16:00:00,8.84
7/1/2020 16:00:00,8.65
7/2/2020 16:00:00,8.68
7/6/2020 16:00:00,9
7/7/2020 16:00:00,8.6
7/8/2020 16:00:00,8.64
7/9/2020 16:00:00,8.29
7/10/2020 16:00:00,8.63
7/13/2020 16:00:00,8.46
7/14/2020 16:00:00,8.49
7/15/2020 16:00:00,9.18
7/16/2020 16:00:00,9.19
7/17/2020 16:00:00,9.13
7/20/2020 16:00:00,8.82
7/21/2020 16:00:00,9.44
7/22/2020 16:00:00,9.42
7/23/2020 16:00:00,9.78
7/24/2020 16:00:00,9.83
7/27/2020 16:00:00,9.95
7/28/2020 16:00:00,10.03
7/29/2020 16:00:00,10.33
7/30/2020 16:00:00,10.18
7/31/2020 16:00:00,9.49
